type,beta,h,m,q0,q1,p,err,complexity_p1,average,replicon,entropy,computed_m
small M,20820.95820629241,-0.0018151763339290569,1.0e-7,9.999954402754127e-15,9.999954402754125e-15,1.0,9.875598540377511e-7,-2.9894707031338406e-16,20820.9582062922,2.3067296208436687e-9,6.280288082264577e-7,9.999999965786722e-8
small M,20947.9152685259,-0.001816832499631966,1.0e-7,9.999960672011195e-15,9.999960672011181e-15,1.0,9.237598811828624e-7,-3.1235580039176665e-16,20947.915268525692,2.27885386931803e-9,6.147716745401359e-7,9.999999964303605e-8
small M,21074.87233075939,-0.0018185451916892016,1.0e-7,9.999958079077334e-15,9.999958079077329e-15,1.0,9.58465460198076e-7,-3.3517881198795815e-16,21074.87233075918,2.251480377491469e-9,6.014339503661448e-7,9.999999962819708e-8
small M,21201.82939299288,-0.0018203133946283544,1.0e-7,9.999955530938008e-15,9.99995553093801e-15,1.0,9.928453846311075e-7,-3.4888133015013997e-16,21201.82939299267,2.2245971512827845e-9,5.880156357230195e-7,9.999999967466196e-8
small M,21328.786455226367,-0.001822136117239918,1.0e-7,9.999962232633168e-15,9.999962232633177e-15,1.0,9.243538406584335e-7,-3.428980349945234e-16,21328.786455226156,2.1981925525119075e-9,5.745167306213254e-7,9.999999966247153e-8
small M,21455.74351745986,-0.001824012391691714,1.0e-7,9.999960021245401e-15,9.999960021245393e-15,1.0,9.549333406693189e-7,-3.4832697355594163e-16,21455.74351745965,2.172255286301809e-9,5.609372350299647e-7,9.999999965029461e-8
small M,21582.700579693348,-0.0018259412729512668,1.0e-7,9.99995783835841e-15,9.999957838358402e-15,1.0,9.852320222530475e-7,-3.472109679432647e-16,21582.700579693133,2.1467743889977635e-9,5.472771489668936e-7,9.999999963813118e-8
small M,21709.657641926842,-0.0018279218380921262,1.0e-7,9.999964809602588e-15,9.999964809602594e-15,1.0,9.138530395167392e-7,-3.402959100758888e-16,21709.657641926628,2.1217392165796028e-9,5.33536472431367e-7,9.999999962597841e-8
small M,21836.61470416033,-0.0018299531856512457,1.0e-7,9.999962933469688e-15,9.9999629334697e-15,1.0,9.40814972094858e-7,-3.2228310594292585e-16,21836.61470416011,2.097139433544228e-9,5.197152054286824e-7,9.999999961383666e-8
small M,21963.571766393823,-0.0018320344350086558,1.0e-7,9.999961076730677e-15,9.999961076730691e-15,1.0,9.675972668148202e-7,-3.137399713415884e-16,21963.571766393605,2.0729650022366304e-9,5.058133479382742e-7,9.999999960170556e-8
small M,22090.52882862731,-0.0018341647257885249,1.0e-7,9.99995924486081e-15,9.999959244860815e-15,1.0,9.94139079687994e-7,-3.20965863830827e-16,22090.528828627088,2.049206172608907e-9,4.918308999538426e-7,9.999999958958228e-8
small M,22217.4858908608,-0.0018363432172807527,1.0e-7,9.999966611318483e-15,9.999966611318467e-15,1.0,9.185121881986827e-7,-2.9826862339241297e-16,22217.48589086058,2.0258534723877163e-9,4.777678615210795e-7,9.999999957747073e-8
small M,22344.44295309429,-0.0018385690878822889,1.0e-7,9.999965047619207e-15,9.99996504761921e-15,1.0,9.421459567805876e-7,-2.963179859242251e-16,22344.44295309407,2.0028976976317073e-9,4.6362423258931377e-7,9.999999956536628e-8
small M,22471.40001532778,-0.001840841534557383,1.0e-7,9.999963500749005e-15,9.999963500748992e-15,1.0,9.656285736617353e-7,-3.513977988619835e-16,22471.40001532756,1.980329903661308e-9,4.494000131222635e-7,9.999999955326893e-8
small M,22598.35707756127,-0.0018431597723160304,1.0e-7,9.999961975616752e-15,9.999961975616753e-15,1.0,9.889054999327257e-7,-3.481750767256973e-16,22598.357077561046,1.958141396344208e-9,4.350952032352608e-7,9.999999954117976e-8
small M,22725.314139794762,-0.0018455230337099046,1.0e-7,9.9999695706384e-15,9.99996957063838e-15,1.0,9.108823737277939e-7,-3.155636068072473e-16,22725.314139794536,1.936323723720672e-9,4.207098028993921e-7,9.999999952909626e-8
small M,22852.271202028252,-0.001847930568345085,1.0e-7,9.999968280426644e-15,9.99996828042663e-15,1.0,9.316206921556119e-7,-3.3231488771417295e-16,22852.271202028027,1.9148686679536293e-9,4.062438120359063e-7,9.999999951701918e-8
small M,22979.228264261743,-0.0018503816424109425,1.0e-7,9.999967004906666e-15,9.999967004906678e-15,1.0,9.522316035991005e-7,-3.5485734611636607e-16,22979.228264261514,1.893768237589222e-9,3.9169723068837383e-7,9.999999950494847e-8
small M,23106.185326495233,-0.0018528755382245545,1.0e-7,9.999965743919214e-15,9.999965743941059e-15,1.0,9.727168713475384e-7,-2.031526335323776e-16,23106.185326495004,1.873014660114201e-9,3.7707005903683416e-7,9.999999949288026e-8
small M,23233.142388728724,-0.0018554115537900554,1.0e-7,9.99996454350444e-15,9.999964586574897e-15,1.0,9.925649382134012e-7,1.0542731897365598e-16,23233.142388728495,1.8526003747972306e-9,3.6236229706391376e-7,9.999999948081809e-8
small M,23360.099450962214,-0.0018579890023723619,1.0e-7,1.0000054463610862e-14,1.0000139323025378e-14,1.0,9.42862641383416e-7,-6.399582732434495e-17,23360.09945096198,1.8325180258017911e-9,3.4757394413473774e-7,9.99999994687584e-8
small M,23487.056513195705,-0.0018606072120847133,1.0e-7,1.0000055055967316e-14,8.469078475814715e-8,1.0,9.978970588237331e-7,2.896588655033268e-7,23487.05651319547,3.217360093207114e-10,3.3270500090062275e-7,9.99999994567044e-8
small M,23614.013575429195,-0.00186326552548953,1.0e-7,1.0000055650464198e-14,8.725320139219132e-8,1.0,9.831156913149154e-7,2.785571608601025e-7,23614.01357542896,5.406197831027396e-10,3.177554670946238e-7,9.999999944464969e-8
small M,23740.970637662685,-0.0018659632992120657,1.0e-7,1.0000056123862584e-14,8.89642761002372e-8,1.0,9.973492179053877e-7,2.668666704138059e-7,23740.97063766245,6.919241548962799e-10,3.027253428107616e-7,9.999999943259924e-8
small M,23867.927699896176,-0.0018686999035664007,1.0e-7,1.0000053099295935e-14,9.027525551203623e-8,1.0,9.583040672257762e-7,2.54720226303233e-7,23867.92769989594,8.086339759224033e-10,2.876146280150142e-7,9.99999994205495e-8
small M,23994.884762129666,-0.001871474722193299,1.0e-7,9.999976362500086e-15,9.133824578236329e-8,1.0,9.010542245015784e-7,2.4219101720423945e-7,23994.884762129426,9.019052968344085e-10,2.7242332310752843e-7,9.999999940850224e-8
small M,24121.841824363157,-0.0018742871517095105,1.0e-7,1.0000018601043478e-14,9.222902496095838e-8,1.0,9.922139323161713e-7,2.2932756834131174e-7,24121.841824362917,9.774262887302416e-10,2.5715142745515393e-7,9.9999999396455e-8
small M,24248.798886596647,-0.0018771366013680827,1.0e-7,1.0000039477799716e-14,9.299320466798944e-8,1.0,9.521396853508962e-7,2.1616523376128029e-7,24248.798886596403,1.0387576145735686e-9,2.417989411547464e-7,9.999999938440917e-8
small M,24375.755948830138,-0.0018800224927292915,1.0e-7,1.0000041722647558e-14,9.365659874930939e-8,1.0,9.6396323365399e-7,2.0273127299356406e-7,24375.755948829894,1.0882269421722099e-9,2.2636586455673095e-7,9.999999937236262e-8
small M,24502.713011063628,-0.0018829442593418005,1.0e-7,1.0000042052147396e-14,9.423865202981659e-8,1.0,9.45068024909885e-7,1.8904755706453866e-7,24502.713011063388,1.1277250747847021e-9,2.1085219751483265e-7,9.999999936031537e-8
small M,24629.67007329712,-0.001885901346433683,1.0e-7,1.0000040370220732e-14,9.475336212657173e-8,1.0,9.539937068816121e-7,1.7513213081652455e-7,24629.67007329687,1.1588006688083326e-9,1.9525794002914212e-7,9.999999934826847e-8
small M,24756.627135530605,-0.001888893210612948,1.0e-7,1.0000038402023308e-14,9.52114611142398e-8,1.0,9.502481387872673e-7,1.6100020274881817e-7,24756.627135530358,1.1827842012942052e-9,1.7958309198079863e-7,9.999999933621766e-8
small M,24883.5841977641,-0.0018919193195772392,1.0e-7,1.000003611183185e-14,9.562128488245457e-8,1.0,9.431340583940964e-7,1.4666480240407312e-7,24883.58419776385,1.2008394310520847e-9,1.6382765356394126e-7,9.999999932416614e-8
small M,25010.541259997586,-0.0018949791518323674,1.0e-7,1.0000033459573834e-14,9.598951893402445e-8,1.0,9.374522994245601e-7,1.3213723881372608e-7,25010.541259997335,1.213998827711573e-9,1.4799162469683813e-7,9.999999931211321e-8
small M,25137.498322231077,-0.0018980721964193805,1.0e-7,1.0000030400303397e-14,9.632163038605423e-8,1.0,9.357260829028827e-7,1.1742743135411679e-7,25137.498322230826,1.2231820480038072e-9,1.3207500514503135e-7,9.999999930005566e-8
small M,25264.455384464567,-0.001901197952649859,1.0e-7,1.0000026883614158e-14,9.662216072404465e-8,1.0,9.393117043625669e-7,1.0254415603334655e-7,25264.45538446432,1.2292068366554008e-9,1.1607779515069951e-7,9.999999928799704e-8
small M,25391.41244669806,-0.0019043559298491503,1.0e-7,1.000002285298678e-14,9.689493038883264e-8,1.0,9.489716914599604e-7,8.749523195253325e-8,25391.41244669781,1.2327956272240436e-9,9.999999486424092e-8,9.999999927593593e-8
small M,25518.369508931548,-0.0019075456471072734,1.0e-7,1.000001824503535e-14,9.714318561222236e-8,1.0,9.6517886632389e-7,7.228766612034216e-8,25518.369508931297,1.2345796760415227e-9,8.384160370722527e-8,9.999999926386878e-8
small M,25645.326571165042,-0.001910766633037215,1.0e-7,1.0000012990003759e-14,9.73697064391166e-8,1.0,9.881877166504902e-7,5.6927770788069255e-8,25645.326571164787,1.235101823688187e-9,6.760262247472425e-8,9.99999992517988e-8
small M,25772.28363339853,-0.001914018425540378,1.0e-7,1.0000012932300509e-14,9.757697853988779e-8,1.0,9.340550108852602e-7,4.1421253392786266e-8,25772.283633398274,1.2348197219600029e-9,5.1283050593586256e-8,9.999999923972311e-8
small M,25899.24069563202,-0.0019173005715789203,1.0e-7,1.0000006878154323e-14,9.776689498263023e-8,1.0,9.67460426637399e-7,2.5773294774200577e-8,25899.240695631765,1.2341033839749803e-9,3.488288819058077e-8,9.999999922764248e-8
small M,26026.19775786551,-0.0019206126269547632,1.0e-7,1.0000006755745052e-14,9.794143174760285e-8,1.0,9.223849343337077e-7,9.988610793066624e-9,26026.19775786525,1.2332453382516615e-9,1.8402135577991905e-8,9.999999921555863e-8
small M,26153.154820099,-0.001922706958241972,1.0e-7,1.00002206696819e-14,9.80554955867222e-8,0.9981303526842484,9.384758013897004e-7,-5.9284950530206965e-9,26106.140771371665,1.2280423089268529e-9,7.983106356352783e-9,1.0000008571469444e-7
small M,26280.11188233249,-0.0019227184071446551,1.0e-7,1.0000221966331629e-14,9.808213401391524e-8,0.9931609049817468,9.512860421628793e-7,-2.197408683998209e-8,26107.20763558767,1.2155458363712381e-9,7.843408037303408e-9,1.0000008767342905e-7
small M,26407.06894456598,-0.001922729404920116,1.0e-7,1.000022324475046e-14,9.810808760910255e-8,0.9882431328509454,9.641050976124097e-7,-3.8144557914370435e-8,26108.240846614462,1.2032178843700057e-9,7.707448694918391e-9,1.0000008966418646e-7
small M,26534.02600679947,-0.0019227399792310683,1.0e-7,1.0000224486893553e-14,9.813338034647352e-8,0.9833761564299182,9.768219774952402e-7,-5.443660005081531e-8,26109.24204411068,1.191055481414494e-9,7.57505276738418e-9,1.0000009167625098e-7
small M,26660.983069032958,-0.001922750542167227,1.0e-7,1.0000217286289803e-14,9.815800354002511e-8,0.9785596704357076,9.366463307528215e-7,-7.084719075285073e-8,26110.227307609144,1.179056454669378e-9,7.444116385185342e-9,1.0000008870987023e-7
small M,26787.940131266445,-0.0019227745424736245,1.0e-7,9.99991218815906e-15,9.818088466300394e-8,0.9738118072989501,9.841212116296822e-7,-8.737351585593076e-8,26111.703442204118,1.1672429089978115e-9,7.246769075339605e-9,9.999990593784792e-8
small M,26914.89719349994,-0.001922783729709521,1.0e-7,9.999921361841197e-15,9.820435428882858e-8,0.9690915743352376,9.309519025782887e-7,-1.0401297481998879e-7,26112.607711283126,1.1555589447672246e-9,7.125073041447975e-9,9.999991020259505e-8
small M,27041.854255733426,-0.0019227930609786639,1.0e-7,9.999920317890239e-15,9.822721049976785e-8,0.9644195023287442,9.423799821836038e-7,-1.2076321441889002e-7,26113.503472805216,1.1440301575936318e-9,7.003927896285002e-9,9.999990826474105e-8
small M,27168.81131796692,-0.0019228020834495018,1.0e-7,9.999919267249247e-15,9.824951106488161e-8,0.9597941481090548,9.53957641379076e-7,-1.3762204291893327e-7,26114.374160243806,1.132653005784809e-9,6.885582854043302e-9,9.999990628276849e-8
small M,27295.768380200407,-0.0019228108154801444,1.0e-7,9.999918231124888e-15,9.827127441359501e-8,0.9552147555094919,9.655530897626063e-7,-1.545874238075272e-7,26115.220923186185,1.1214248846616267e-9,6.769910916528604e-9,9.999990426984084e-8
small M,27422.7254424339,-0.0019228192754681562,1.0e-7,9.999917209495892e-15,9.829251811549874e-8,0.9506805882049675,9.771636069567587e-7,-1.7165751116865428e-7,26116.04489344567,1.1103432476540708e-9,6.656786785910225e-9,9.999990222559715e-8
small M,27549.682504667388,-0.001922827480861249,1.0e-7,9.999916201850321e-15,9.831325899649989e-8,0.9461909275836372,9.887929659703471e-7,-1.888305614304907e-7,26116.84714878868,1.0994056028216043e-9,6.546089610156441e-9,9.999990014968146e-8
small M,27676.63956690088,-0.0019228349362106316,1.0e-7,9.999925693587642e-15,9.833355385782022e-8,0.941744398633504,9.31818551962013e-7,-2.0610497066548377e-7,26117.609402112153,1.0886086818160735e-9,6.440376092994461e-9,9.9999905035365e-8
small M,27803.59662913437,-0.0019228426744084454,1.0e-7,9.999924778106785e-15,9.835333719454985e-8,0.9373416612702922,9.426968942399364e-7,-2.2347925089054346e-7,26118.370996582595,1.077951762566883e-9,6.33423865495822e-9,9.999990304031993e-8
small M,27930.553691367862,-0.0019228502064439512,1.0e-7,9.999923853604149e-15,9.837266403135429e-8,0.9329813767084008,9.53737576578235e-7,-2.409520212430899e-7,26119.11386141856,1.067431676066068e-9,6.230188748856605e-9,9.999990100022656e-8
small M,28057.51075360135,-0.0019228575454234,1.0e-7,9.999922941307018e-15,9.839154867146361e-8,0.9286628898735556,9.648001522296656e-7,-2.585219976425506e-7,26119.838846337392,1.0570461335841882e-9,6.128128911554201e-9,9.999989892901893e-8
small M,28184.467815834843,-0.001922864704906449,1.0e-7,9.999922041046083e-15,9.841000476606681e-8,0.924385562122355,9.758823153147858e-7,-2.761879854041593e-7,26120.546804000212,1.04679289642362e-9,6.0279602885038885e-9,9.999989682619792e-8
small M,28311.42487806833,-0.0019228716977989385,1.0e-7,9.999921153229915e-15,9.842804542494369e-8,0.9201487692365999,9.869817054647484e-7,-2.9394887172655086e-7,26121.23854892824,1.0366697727363206e-9,5.9295879113423206e-9,9.999989469196887e-8
small M,28438.381940301824,-0.0019228785364264651,1.0e-7,9.99992027751309e-15,9.84456832375068e-8,0.9159519009987472,9.98100710899638e-7,-3.118036186516879e-7,26121.914860915495,1.0266746163605174e-9,5.832920233783632e-9,9.99998925260003e-8
small M,28565.33900253531,-0.0019228847175830587,1.0e-7,9.999929445846387e-15,9.84629700843509e-8,0.9117937292234621,9.411162205821708e-7,-3.297512586573794e-7,26122.557023502115,1.0168045969872263e-9,5.740647732232416e-9,9.99998977306774e-8
small M,28692.296064768798,-0.0019228912756534887,1.0e-7,9.999928650748252e-15,9.847983836366386e-8,0.9076749312420678,9.51519973880955e-7,-3.4779090079392737e-7,26123.20441547118,1.0070591178541333e-9,5.6471756360896856e-9,9.999989565044703e-8
small M,28819.253127002292,-0.0019228977140792265,1.0e-7,9.99992784494394e-15,9.849633861051613e-8,0.9035943078791148,9.62094790135848e-7,-3.6592167694012407e-7,26123.838553900252,9.974354312816534e-10,5.5551466027623295e-9,9.999989352374157e-8
small M,28946.21018923578,-0.001922904041923266,1.0e-7,9.999927049786786e-15,9.851248166543766e-8,0.8995512990893738,9.726858156845025e-7,-3.841428126312606e-7,26124.460049798286,9.879315608498398e-10,5.46448743998091e-9,9.999989136554707e-8
small M,29073.167251469273,-0.0019229102688575741,1.0e-7,9.999926265131243e-15,9.85282778763114e-8,0.895545358048923,9.832971032441646e-7,-4.0245357304322165e-7,26125.069527114967,9.785455718125186e-10,5.375121378083157e-9,9.999988917586424e-8
small M,29200.12431370276,-0.0019229164041503052,1.0e-7,9.999925491222604e-15,9.85437372066633e-8,0.8915759495403701,9.939285311195824e-7,-4.2085327342895567e-7,26125.66758489852,9.69275568740716e-10,5.286974608889791e-9,9.999988695486006e-8
small M,29327.081375936254,-0.001922921946282075,1.0e-7,9.99993427544686e-15,9.855890774287911e-8,0.8876419592249922,9.376389747026973e-7,-4.393412753161187e-7,26126.235479804247,9.60119050473542e-10,5.2028082977917855e-9,9.999989238461062e-8
small M,29454.03843816974,-0.0019229279182476507,1.0e-7,9.999933573773927e-15,9.857372203976839e-8,0.8837440531300487,9.475856788855131e-7,-4.579169840857032e-7,26126.812157769065,9.510754892843642e-10,5.116935388656285e-9,9.999989025310516e-8
small M,29580.995500403234,-0.0019229338251351398,1.0e-7,9.999932861042697e-15,9.858822710352454e-8,0.8798811412424109,9.576938364913982e-7,-4.765798306249207e-7,26127.379112893115,9.42142454870958e-10,5.0320680417492185e-9,9.999988807425031e-8
small M,29707.95256263672,-0.0019229396734554394,1.0e-7,9.999932157788311e-15,9.860243159490758e-8,0.876052729811907,9.678235083542294e-7,-4.953293348087203e-7,26127.936805538382,9.33318197496334e-10,4.9481480824251e-9,9.999988586470968e-8
small M,29834.909624870215,-0.0019229454706915256,1.0e-7,9.999931464267004e-15,9.86163437914389e-8,0.8722583366182464,9.7796737183902e-7,-5.141650041667044e-7,26128.485725158727,9.246010039668129e-10,4.865112259725097e-9,9.999988362429499e-8
small M,29961.866687103702,-0.001922951223788248,1.0e-7,9.999930780347425e-15,9.862997166844681e-8,0.8684974888208742,9.881276496472102e-7,-5.330863983098165e-7,26129.02633354077,9.159891943279792e-10,4.7829001551050255e-9,9.999988135287407e-8
small M,30088.823749337196,-0.0019229569396686968,1.0e-7,9.999930105833213e-15,9.864332292747881e-8,0.8647697233792215,9.983039214646378e-7,-5.520931096163443e-7,26129.55908459026,9.074811222645658e-10,4.7014526126351166e-9,9.999987905010517e-8
small M,30215.780811570683,-0.0019229621155347509,1.0e-7,9.999938541671278e-15,9.865644231860996e-8,0.8610740348504099,9.422477590202274e-7,-5.711847628005893e-7,26130.065102840905,8.99074609933175e-10,4.623628606939423e-9,9.999988481413366e-8
small M,30342.737873804177,-0.001922967770185005,1.0e-7,9.999937932090758e-15,9.866926264275578e-8,0.8574110794055658,9.517604795556365e-7,-5.903610104363769e-7,26130.58318362426,8.907692047706964e-10,4.54358701943639e-9,9.999988260669275e-8
small M,30469.694936037664,-0.0019229734073490322,1.0e-7,9.99993731062496e-15,9.868182778588715e-8,0.8537798716985833,9.614350029001279e-7,-6.096215341712847e-7,26131.094690368685,8.825627883272047e-10,4.46413707386842e-9,9.999988035069027e-8
small M,30596.651998271158,-0.0019229790315724515,1.0e-7,9.999936698183729e-15,9.869414452342444e-8,0.8501799823927019,9.71122072747756e-7,-6.289660405437226e-7,26131.59996170243,8.744538368808892e-10,4.385233227235667e-9,9.999987806475022e-8
small M,30723.609060504645,-0.00192298464827723,1.0e-7,9.999936094520642e-15,9.870621931656478e-8,0.8466109915457449,9.808205188934574e-7,-6.483942596072364e-7,26132.09936382864,8.664408571007031e-10,4.306824733219973e-9,9.999987574846867e-8
small M,30850.56612273814,-0.0019229902627980943,1.0e-7,9.999935499654322e-15,9.871805841484554e-8,0.8430724873968172,9.90529757866125e-7,-6.679059445483348e-7,26132.59325419249,8.585223845177819e-10,4.228861814210715e-9,9.999987340180438e-8
small M,30977.523184971626,-0.0019229953782939004,1.0e-7,9.999943553539885e-15,9.872970375220503e-8,0.8395635516881492,9.352978640676004e-7,-6.875008673462294e-7,26133.06292568268,8.506964859891214e-10,4.154246712495466e-9,9.999987939965092e-8
small M,31104.48024720512,-0.001923000997692612,1.0e-7,9.999943017223594e-15,9.874108961893505e-8,0.8360848150751201,9.443652746681422e-7,-7.071788194232938e-7,26133.54658427659,8.42962748114032e-10,4.077077784767825e-9,9.99998771518503e-8
small M,31231.437309438606,-0.0019230066304802731,1.0e-7,9.999942469737058e-15,9.875225723414216e-8,0.8326353765320791,9.53586885557552e-7,-7.269396080235556e-7,26134.025756813367,8.353192891075211e-10,4.000208226010621e-9,9.999987485613894e-8
small M,31358.3943716721,-0.0019230122799212223,1.0e-7,9.999941930658695e-15,9.8763212143949e-8,0.8292148529121519,9.62814316762451e-7,-7.467830566255014e-7,26134.500702633086,8.27764750775931e-10,3.9236001311860615e-9,9.999987253142616e-8
small M,31485.351433905587,-0.001923017950261998,1.0e-7,9.999941399775524e-15,9.877395963655658e-8,0.8258228692805665,9.720489095133081e-7,-7.667090016174365e-7,26134.97171393847,8.202978014712924e-10,3.847210463047305e-9,9.999987017745973e-8
small M,31612.30849613908,-0.0019230236455847953,1.0e-7,9.999940877266568e-15,9.878450483358766e-8,0.8224590575630748,9.812870283561653e-7,-7.867172923755569e-7,26135.439072445748,8.129171343874693e-10,3.7709977896316455e-9,9.999986779434516e-8
small M,31739.26555837257,-0.0019230293697855923,1.0e-7,9.999940363270082e-15,9.879485269348346e-8,0.8191230563298386,9.905263500410442e-7,-8.068077891270723e-7,26135.903048734002,8.056214669073181e-10,3.694920836541447e-9,9.99998653821716e-8
small M,31866.222620606055,-0.0019230351266461615,1.0e-7,9.999939857042343e-15,9.880500801514265e-8,0.8158145107009722,9.99771604351304e-7,-8.269803623873104e-7,26136.363905133054,7.984095401318722e-10,3.618939649695914e-9,9.999986294016495e-8
small M,31993.17968283955,-0.0019230404185019863,1.0e-7,9.999947589175864e-15,9.881501018214922e-8,0.8125325940378805,9.444367135380069e-7,-8.472348921344483e-7,26136.8028414758,7.912796911408198e-10,3.5460634478000225e-9,9.999986939924024e-8
small M,32120.136745073036,-0.00192304624622115,1.0e-7,9.999947136293599e-15,9.88247944645181e-8,0.8092779195217443,9.530471205612879e-7,-8.675712666455608e-7,26137.258006308657,7.842315647932212e-10,3.470202593032498e-9,9.999986706470008e-8
small M,32247.09380730653,-0.001923052118140839,1.0e-7,9.999946671966521e-15,9.883439965715752e-8,0.8060496745210535,9.61807832372264e-7,-8.879893822876551e-7,26137.710823667254,7.77263540222864e-10,3.394317245682193e-9,9.999986468141931e-8
small M,32374.050869540017,-0.0019230580363432345,1.0e-7,9.999946215653018e-15,9.884383008031794e-8,0.8028475276113657,9.705643487062136e-7,-9.084891423901344e-7,26138.161477050267,7.703744471900214e-10,3.3183780936149268e-9,9.999986227049604e-8
small M,32501.00793177351,-0.0019230640038045907,1.0e-7,9.999945767218281e-15,9.885308983966729e-8,0.7996711540529865,9.793175781711906e-7,-9.290704569521923e-7,26138.610180762265,7.635631373090883e-10,3.2423501419329923e-9,9.999985983180733e-8
small M,32627.964994006998,-0.0019230700235436343,1.0e-7,9.999945327060558e-15,9.886218292395793e-8,0.796520234960622,9.880624138985722e-7,-9.497332430896178e-7,26139.057147558357,7.568284832063761e-10,3.1661990313894766e-9,9.999985736580831e-8
small M,32754.92205624049,-0.0019230760983248072,1.0e-7,9.999944894550833e-15,9.887111319477577e-8,0.7933944567542189,9.968026947115398e-7,-9.704774228404861e-7,26139.502577595435,7.501693774324323e-10,3.0898914362599634e-9,9.999985487185699e-8
small M,32881.879118473975,-0.0019230820728301703,1.0e-7,9.999953863210218e-15,9.887992943339487e-8,0.7902930670353343,9.393088497790206e-7,-9.913029252043588e-7,26139.926242196176,7.435850503383703e-10,3.0167518887062303e-9,9.999887949935977e-8
small M,33008.83618070747,-0.0019230882617492229,1.0e-7,9.999953454492907e-15,9.888854526965705e-8,0.7872166511008005,9.38213908949337e-7,-1.0122096838658596e-6,26140.368985602014,7.370737932554897e-10,2.9400778718942244e-9,9.999887456315082e-8
small M,33135.793242940956,-0.0019230945146648023,1.0e-7,9.999953035601429e-15,9.889700914509319e-8,0.7841644683447146,9.371233613923738e-7,-1.0331976378156005e-6,26140.810800544517,7.306348804904497e-10,2.863144374838056e-9,9.999886955074083e-8
small M,33262.75030517445,-0.0019231013611977397,1.0e-7,9.9999448777432e-15,9.890529163861769e-8,0.7811366674592187,9.98771189388236e-7,-1.0542667312778337e-6,26141.27095723686,7.242676826073051e-10,2.7827448071913533e-9,9.999878834369292e-8
small M,33389.70736740794,-0.0019231077517985434,1.0e-7,9.999944437712984e-15,9.891346172969698e-8,0.7781320762678927,9.973807534120071e-7,-1.0754169131800512e-6,26141.711537412335,7.179703787328693e-10,2.705171036817354e-9,9.99987831096944e-8
small M,33516.66442964143,-0.0019231142107698645,1.0e-7,9.999944025071865e-15,9.892149002665706e-8,0.775150852551524,9.95684011459205e-7,-1.0966481366712305e-6,26142.151604877876,7.117423790890284e-10,2.627262928921325e-9,9.999877815851784e-8
small M,33643.62149187492,-0.0019231207415366179,1.0e-7,9.999943619601984e-15,9.8929379589812e-8,0.7721927190485779,9.938454188694598e-7,-1.1179603594348473e-6,26142.591364339987,7.055827071247165e-10,2.5489837438887888e-9,9.999877329503954e-8
small M,33770.57855410841,-0.0019231273461249366,1.0e-7,9.999943221345744e-15,9.89371334785135e-8,0.7692574020188487,9.918649914041702e-7,-1.1393535429259153e-6,26143.03096772407,6.994904023410301e-10,2.4703054905817262e-9,9.999876853525185e-8
small M,33897.5356163419,-0.001923134026466426,1.0e-7,9.99994283033492e-15,9.894475466630689e-8,0.766344632183469,9.897428088825544e-7,-1.1608276523355683e-6,26143.470560861693,6.934645208534972e-10,2.3912007434023e-9,9.999876387142304e-8
small M,34024.49267857539,-0.0019231407844368601,1.0e-7,9.999942446572093e-15,9.895224604462244e-8,0.7634541446819394,9.87479228493126e-7,-1.1823826562488075e-6,26143.910285355792,6.87504135095793e-10,2.3116429639061822e-9,9.999875929484838e-8
small M,34151.44974080888,-0.0019231476217621047,1.0e-7,9.999942070162475e-15,9.895961042462771e-8,0.7605856788768031,9.850738762931121e-7,-1.204018526784272e-6,26144.350275559987,6.816083333396665e-10,2.2316058794005506e-9,9.999875482770609e-8
small M,34278.40680304237,-0.0019231545401789927,1.0e-7,9.999941701269198e-15,9.896685054240643e-8,0.7577389784227787,9.825258909727775e-7,-1.2257352381835555e-6,26144.79066371192,6.757762195986973e-10,2.1510639528449324e-9,9.999875045365388e-8
small M,34405.36386527586,-0.0019231615412764872,1.0e-7,9.999941339537445e-15,9.897396905571164e-8,0.7549137909967913,9.79838634079425e-7,-1.2475327679226995e-6,26145.231575020305,6.700069130306903e-10,2.069991953112427e-9,9.999874618588601e-8
small M,34532.320927509354,-0.0019231686266195933,1.0e-7,9.999940985247913e-15,9.898096855478425e-8,0.7521098683625531,9.770104125119611e-7,-1.2694110955150297e-6,26145.67313152906,6.642995478661487e-10,1.9883654261907468e-9,9.999874201040954e-8
small M,34659.27798974284,-0.0019231757977045808,1.0e-7,9.999940638379719e-15,9.898785155901002e-8,0.7493269662306294,9.74041970483389e-7,-1.2913702021792067e-6,26146.115451357928,6.586532729764154e-10,1.9061605575791728e-9,9.999873794306228e-8
small M,34786.235051976335,-0.0019231830559376262,1.0e-7,9.999940299117269e-15,9.899462052130318e-8,0.7465648441372668,9.709325026947352e-7,-1.3134100711428328e-6,26146.558647178288,6.530672515691975e-10,1.823353691621075e-9,9.999873397748387e-8
small M,34913.19211420982,-0.0019231904026789357,1.0e-7,9.999939967207797e-15,9.900127782778092e-8,0.7438232654146852,9.676846786923283e-7,-1.3355306871605418e-6,26147.00282849343,6.475406609194349e-10,1.7399217145898092e-9,9.999873012160883e-8
small M,35040.14917644331,-0.0019231978391756129,1.0e-7,9.999939642972604e-15,9.900782580408346e-8,0.7411019970440335,9.642966321392754e-7,-1.3577320359265994e-6,26147.448098678087,6.420726920450531e-10,1.6558423369776926e-9,9.9998726367741e-8
